emp_no,first_name,last_name,title,from_date,to_date,salary
47593,Christfried,Awdeh,Senior Staff,1994-09-05,9999-01-01,40000
47606,Howell,Versino,Senior Engineer,2001-10-13,9999-01-01,42459
47611,Eldridge,Fandrianto,Senior Engineer,1992-08-03,9999-01-01,65917
47616,Shichao,Kulisch,Staff,1994-01-14,9999-01-01,40000
47627,Alejandra,Harbusch,Senior Staff,1988-08-03,9999-01-01,64005
47637,Sariel,Schlegelmilch,Senior Staff,1985-08-03,9999-01-01,87895
47640,Persi,Barreiro,Engineer,1998-04-01,9999-01-01,81013
47690,Khue,Mayerwieser,Senior Staff,1994-05-17,9999-01-01,40000
47726,Huei,Bahr,Senior Staff,1993-12-27,9999-01-01,70626
47735,Atilio,Krichel,Senior Staff,1997-06-19,9999-01-01,65568
47736,Emran,Heping,Engineer,1997-02-01,2002-06-29,43526
47737,Kensei,Speek,Senior Engineer,1986-01-20,9999-01-01,84820
47739,Moon,Piveteau,Engineer,1994-10-22,9999-01-01,57664
47740,Tamiya,Linares,Staff,1997-07-10,9999-01-01,79333
47759,Hatsukazu,Yetto,Senior Staff,1993-10-20,1993-11-03,48953
47763,Yagil,Basart,Staff,1998-02-06,9999-01-01,62616
47764,Nadjib,Demri,Senior Staff,1991-12-21,9999-01-01,49053
47765,Mayumi,Sevcikova,Senior Staff,1992-08-23,9999-01-01,72944
47766,Gunilla,Simmel,Senior Staff,2002-06-17,9999-01-01,55261
47770,Conrado,Sridhar,Senior Staff,1999-03-09,9999-01-01,73885
47777,Arunachalam,Zaumen,Senior Engineer,1992-07-07,9999-01-01,40010
47794,Jordanka,Zastre,Engineer,1994-01-01,1994-11-30,48631
47797,Khoa,Levasseur,Senior Staff,1995-11-18,2000-12-14,51410
47798,Mohammad,Zhang,Engineer,1997-10-09,9999-01-01,40000
47821,Raimond,Mitina,Senior Engineer,1996-01-02,9999-01-01,45083
47825,Yakichi,Chelton,Senior Staff,1999-06-12,9999-01-01,70260
47832,Chriss,Zaccaria,Senior Engineer,1992-05-23,9999-01-01,66127
47841,Aria,Benveniste,Staff,1999-03-02,9999-01-01,40000
47847,Renny,Rusmann,Senior Staff,1987-03-17,9999-01-01,58431
47849,Gao,Munke,Assistant Engineer,1997-01-04,9999-01-01,40000
47852,Anyuan,Basart,Senior Engineer,1985-06-20,1991-10-02,40000
47868,Chinho,Vesel,Staff,1988-08-06,1992-11-10,40000
47872,Toshimo,Attimonelli,Senior Staff,1987-04-20,9999-01-01,40000
47876,Shigeaki,Orlowska,Senior Staff,1990-09-11,9999-01-01,65338
47882,Zsolt,Solovay,Senior Staff,1995-12-02,9999-01-01,40000
47905,Subhada,Vieth,Engineer,1993-11-24,9999-01-01,40000
47906,Uma,Pulkowski,Staff,1998-01-01,9999-01-01,40000
47912,Shounak,Ebeling,Senior Engineer,1999-04-02,2001-01-11,50143
47925,Angel,Kamble,Senior Staff,1985-03-05,9999-01-01,74828
47928,Zhensheng,Zweizig,Senior Engineer,1993-10-11,9999-01-01,47249
47930,Apostol,Coors,Senior Engineer,1994-12-23,9999-01-01,40000
47932,King,Ruther,Senior Staff,1992-03-10,9999-01-01,56422
47943,Martins,Puppo,Senior Staff,1995-12-24,9999-01-01,48381
47947,DAIDA,Keirsey,Senior Engineer,1993-04-25,9999-01-01,55875
47948,Kwan,Vernadat,Engineer,1986-04-06,1990-05-12,70686
47952,Fumitaka,Motley,Staff,1997-02-05,9999-01-01,71650
47958,Jaques,Tibblin,Senior Engineer,1989-08-01,9999-01-01,47425
47960,Denis,Roccetti,Engineer,1998-01-19,1998-07-01,49019
47965,Kotesh,Remmers,Senior Staff,1987-06-16,9999-01-01,54427
47969,Tuval,Rosis,Senior Staff,1986-06-25,9999-01-01,42692
47981,Barna,Peng,Engineer,1994-11-16,9999-01-01,50274
47988,Mohan,Frezza,Senior Staff,1988-10-11,9999-01-01,53008
47996,Hirochika,Itschner,Senior Staff,2001-12-09,9999-01-01,66180
47997,Babette,Botman,Senior Engineer,1993-05-06,9999-01-01,45570
47998,Rance,Karner,Senior Staff,1995-07-18,9999-01-01,40183
47999,Weidon,Leslie,Engineer,1994-04-23,2002-03-07,40000
48008,Goncalo,Gulak,Senior Staff,1992-03-18,9999-01-01,65558
48020,Nobuyoshi,Strandh,Senior Engineer,1997-07-31,9999-01-01,40000
48023,Xinyu,Kaminger,Senior Staff,1998-07-11,2000-12-10,43564
48027,Snehasis,Servieres,Senior Staff,1994-05-29,9999-01-01,40000
48028,Steve,Bach,Senior Engineer,2000-10-29,9999-01-01,44406
48031,Bezalel,Klassen,Senior Engineer,1987-05-21,9999-01-01,40000
48043,Visit,Murtafg,Senior Engineer,2000-09-27,9999-01-01,52886
48044,Zhonghui,Luga,Senior Staff,1992-02-29,9999-01-01,72915
48058,Duke,Peltason,Senior Engineer,1987-07-31,9999-01-01,40000
48068,Werner,Georgakopoulos,Engineer,1990-05-04,1998-01-13,50799
48071,Rafail,Dulay,Senior Staff,1991-03-05,9999-01-01,78792
48077,Adly,Engberts,Senior Staff,1994-05-27,9999-01-01,40000
48080,Florina,Coorg,Senior Engineer,1994-01-10,9999-01-01,50005
48081,Werner,Speel,Senior Staff,1986-09-11,1987-04-08,78175
48092,Shuichi,Furudate,Senior Staff,1990-03-13,9999-01-01,90583
48108,Shaowei,Cairo,Engineer,1998-01-28,9999-01-01,59613
48116,Jianhao,Suomi,Senior Engineer,1987-04-14,9999-01-01,40000
48127,Barna,Thisen,Senior Engineer,1995-11-20,9999-01-01,63208
48129,Froduald,Standera,Senior Engineer,1992-03-31,9999-01-01,40000
48131,Arne,Bharadwaj,Senior Staff,1998-08-31,9999-01-01,43653
48139,Perry,Bultermann,Senior Staff,1993-08-19,9999-01-01,80436
48149,Sivanarayana,Nergos,Senior Staff,1989-03-19,9999-01-01,59757
48154,Baocai,Baba,Senior Staff,1993-09-11,9999-01-01,60060
48161,Khalid,Gustavson,Senior Engineer,1992-10-20,9999-01-01,40000
48176,Hauke,Templeman,Staff,1998-10-26,9999-01-01,40000
48177,Xudong,Chinal,Senior Engineer,1992-09-10,9999-01-01,40000
48185,Adel,Pusterhofer,Technique Leader,1988-02-09,9999-01-01,40000
48192,Eldridge,Soicher,Senior Engineer,2000-01-23,9999-01-01,45551
48201,Leen,Valtorta,Senior Engineer,1996-01-31,9999-01-01,40000
48202,Changho,Herbst,Senior Engineer,1995-12-26,9999-01-01,43876
48221,Willard,Gist,Senior Engineer,1985-10-10,9999-01-01,40000
48223,Sailaja,Bain,Senior Engineer,1992-12-08,1999-01-13,40000
48233,Ugo,Simmel,Staff,1985-05-06,1985-06-27,48877
48240,Mooi,Lamba,Senior Engineer,1993-04-16,9999-01-01,49408
48243,Juyoung,Riesenhuber,Senior Engineer,1999-03-17,9999-01-01,42176
48253,Babette,Muniz,Senior Staff,1995-04-04,9999-01-01,40000
48254,Chenyi,Gomatam,Senior Engineer,1995-12-23,9999-01-01,66239
48267,Serenella,Validov,Senior Engineer,1997-06-22,9999-01-01,83322
48268,Kazuhisa,Hutton,Senior Staff,1992-02-09,9999-01-01,54730
48270,Guadalupe,Lorys,Senior Staff,1998-05-08,9999-01-01,52726
48285,Siamak,McAlpine,Technique Leader,1988-05-12,9999-01-01,46773
48286,Roded,Ranum,Staff,1994-09-02,9999-01-01,58051
48314,Mang,Chiodo,Senior Engineer,1990-07-06,9999-01-01,51404
48327,Udaiprakash,Fandrianto,Engineer,1997-07-06,9999-01-01,51868
48332,Hailing,Kleiser,Senior Engineer,1986-04-29,9999-01-01,52927
48337,Martine,Fontet,Senior Engineer,1996-06-20,9999-01-01,44139
48343,Sungwon,Lung,Technique Leader,1992-06-07,9999-01-01,45165
48362,Zvonko,Jording,Senior Engineer,1995-05-03,9999-01-01,52051
48368,Xuejia,Suessmith,Senior Staff,1986-02-04,9999-01-01,48172
48370,Khatoun,Pellegrinelli,Engineer,1996-02-18,9999-01-01,65014
48371,Valery,Krupka,Senior Staff,2002-06-16,9999-01-01,60182
48375,Jaques,Aloia,Senior Engineer,1993-09-28,9999-01-01,41710
48376,Sreenivas,Wixon,Senior Engineer,1995-06-25,9999-01-01,50410
48379,Yuichiro,Boudaillier,Engineer,1986-11-23,1993-01-04,40000
48387,Conor,Krybus,Senior Engineer,2001-02-27,9999-01-01,44749
48393,Kristina,Flasterstein,Engineer,1999-11-22,9999-01-01,40000
48403,Hongzue,Krider,Senior Staff,1985-08-01,9999-01-01,72175
48405,Mona,Gustavson,Senior Engineer,1997-12-10,9999-01-01,46199
48407,Theirry,Gischer,Senior Engineer,1996-02-23,9999-01-01,90964
48412,Aimee,Melski,Senior Staff,1995-08-12,2000-05-31,40000
48413,Sandeepan,Huhdanpaa,Senior Staff,1993-01-15,9999-01-01,75748
48423,Szabolcs,Famili,Senior Engineer,1998-07-09,9999-01-01,40000
48426,Amstein,Conte,Senior Staff,1992-09-07,9999-01-01,51116
48436,Yakkov,Lanteri,Staff,1989-10-06,1993-02-14,75851
48444,Jeanne,Heuter,Engineer,1995-05-16,1997-02-20,43804
48446,Parke,Kossowski,Senior Staff,2000-04-11,9999-01-01,52936
48472,Younwoo,Ratnaker,Technique Leader,1993-09-27,9999-01-01,40000
48488,Mong,Feldmann,Senior Engineer,1994-04-18,9999-01-01,54564
48503,Pranas,Gammage,Engineer,2002-03-21,9999-01-01,68225
48514,Dinah,Sadowsky,Technique Leader,1996-08-25,9999-01-01,60364
48521,Yurij,Tzvieli,Senior Engineer,1987-10-11,9999-01-01,49550
48524,Danae,Wursthorn,Engineer,1998-06-12,9999-01-01,40000
48525,Heeju,Eastman,Senior Engineer,1985-11-17,9999-01-01,48601
48533,Mohammed,Uhrig,Senior Engineer,1994-02-21,9999-01-01,40000
48534,Mountaz,Bultermann,Senior Staff,1996-05-07,9999-01-01,96140
48542,Kazuhide,Zeilberger,Assistant Engineer,1997-08-04,9999-01-01,55488
48546,Yongmin,Koblick,Staff,1999-04-02,9999-01-01,40000
48557,Halsur,Picht,Senior Staff,1993-04-21,9999-01-01,40000
48562,Tokuyasu,Cmelik,Senior Staff,1999-04-26,9999-01-01,53051
48563,Alejandro,Candan,Senior Staff,1994-05-29,9999-01-01,61465
48577,Peternela,Piazza,Senior Staff,1985-03-27,9999-01-01,64261
48578,Ymte,Luiz,Senior Engineer,1997-08-07,9999-01-01,40000
48591,Kamran,Rahier,Senior Engineer,1996-02-21,9999-01-01,45831
48602,Seongbae,Matheson,Senior Engineer,1992-08-17,9999-01-01,40000
48604,Martins,Potthoff,Senior Engineer,1996-01-28,2000-03-25,40000
48621,Mircea,Reghbati,Senior Staff,1994-08-27,1999-10-16,86485
48626,Jianwen,Munro,Senior Engineer,1987-06-10,9999-01-01,69522
48629,Shigeichiro,Gopalakrishnan,Senior Staff,1988-06-17,9999-01-01,40000
48630,Pramod,Yurek,Senior Staff,1994-09-29,1998-03-05,61990
48632,Mingsen,Butterworth,Senior Engineer,1992-11-23,9999-01-01,40000
48641,Toney,Murtagh,Senior Staff,1995-05-27,1999-10-09,79616
48646,Owen,Luby,Senior Staff,1994-12-08,9999-01-01,65651
48648,Billur,Munck,Senior Engineer,1999-12-12,9999-01-01,45234
48651,Vitaly,McClurg,Senior Staff,1995-12-12,9999-01-01,55460
48658,Ravishankar,Lally,Engineer,1999-06-07,9999-01-01,53156
48659,Rosalyn,Lortz,Engineer,1987-04-17,1990-08-04,45698
48672,Mantis,Servi,Senior Staff,1991-10-19,9999-01-01,76052
48682,Karoline,Sessa,Staff,1994-09-13,9999-01-01,78996
48683,Peer,Garnham,Senior Staff,1996-02-03,9999-01-01,84149
48693,Quingbo,Erev,Senior Staff,1990-11-25,9999-01-01,63309
48694,Cedric,Buchter,Senior Staff,1992-03-29,1995-08-14,40000
48696,Irena,Giarratana,Senior Staff,1994-07-04,9999-01-01,76758
48701,Adly,Msuda,Senior Staff,1987-05-10,9999-01-01,64560
48711,Khosrow,Schmittgen,Senior Engineer,1993-11-07,9999-01-01,40000
48726,Amstein,Isaac,Assistant Engineer,1987-08-02,1992-01-13,40154
48736,Feixiong,Cunliffe,Senior Engineer,1998-07-04,9999-01-01,58912
48741,Marke,Maccarone,Senior Engineer,1997-03-14,9999-01-01,40000
48751,Takanari,Luit,Senior Staff,1997-01-30,9999-01-01,40000
48757,Stella,Gecseg,Senior Staff,1993-06-19,9999-01-01,61143
48772,Sanjai,Hoogerwoord,Engineer,1997-06-11,9999-01-01,47335
48775,Ranga,Pillow,Senior Staff,1992-11-24,9999-01-01,55130
48785,Zhenhua,Pappas,Technique Leader,1986-05-18,9999-01-01,40000
48791,Kinh,Covnot,Senior Engineer,1991-11-29,9999-01-01,49456
48799,Frederique,Giarratana,Senior Engineer,1995-11-18,9999-01-01,48572
48803,Yuuichi,Bhattacharjee,Senior Engineer,1993-08-10,9999-01-01,48143
48809,Masami,Farrow,Engineer,1999-01-24,9999-01-01,45564
48811,Subhada,Zlotek,Engineer,1997-09-11,9999-01-01,56929
48816,Moty,Stanger,Senior Staff,1992-07-31,9999-01-01,43246
48818,Monique,Welham,Staff,1996-12-31,9999-01-01,77932
48832,Kitty,Clouatre,Technique Leader,1999-12-14,9999-01-01,40000
48834,Felicidad,Ferriere,Senior Staff,1992-03-12,9999-01-01,68502
48838,Gay,Meszaros,Senior Staff,1990-09-20,9999-01-01,65816
48840,Gay,Alpay,Engineer,1996-08-08,9999-01-01,55885
48841,Krisda,Busillo,Engineer,1998-12-06,9999-01-01,55440
48847,Pramod,Hoogerwoord,Senior Engineer,1992-07-30,9999-01-01,40000
48850,Jianwen,Ramaiah,Engineer,1996-06-06,1997-08-16,56447
48862,Kersti,Farrag,Senior Staff,1995-12-01,9999-01-01,60378
48878,Vishv,Cincotta,Senior Engineer,1987-08-07,1990-04-05,40000
48883,Vitali,Servi,Senior Staff,1992-08-28,9999-01-01,40000
48915,Qiwen,Gerteisen,Senior Staff,1987-06-11,9999-01-01,45783
48917,Rosalyn,Vernadat,Senior Engineer,1996-12-12,9999-01-01,40000
48946,Marsja,Shobatake,Senior Staff,1991-10-19,1993-06-06,63107
48955,Masasuke,Onuegbe,Senior Staff,1992-10-14,9999-01-01,54060
48970,Kazuhito,Collette,Senior Staff,1995-11-10,9999-01-01,83805
48982,Bojan,Chelton,Senior Engineer,1993-07-26,1999-07-08,63389
48984,Ebru,Cronan,Senior Staff,1994-08-13,9999-01-01,48500
48985,Divine,Ozeki,Senior Engineer,1993-08-15,9999-01-01,52370
48988,Claudi,Famili,Senior Engineer,1995-08-21,9999-01-01,40000
48996,Navin,Gelosh,Technique Leader,1995-01-02,9999-01-01,45007
48999,Boriana,Neimat,Senior Engineer,1994-01-03,9999-01-01,51873
49002,Indrajit,Verspoor,Senior Engineer,1991-07-29,1992-12-21,40000
49003,Odoardo,Laventhal,Senior Staff,1996-07-10,9999-01-01,82291
49007,Hiroyasu,Aamodt,Senior Staff,1991-07-26,9999-01-01,40000
49030,Monique,Thombley,Senior Engineer,1993-08-19,9999-01-01,46049
49041,Jixiang,Sifakis,Senior Engineer,1988-01-31,9999-01-01,53513
49047,Dannz,Pargaonkar,Technique Leader,1998-11-17,9999-01-01,44234
49053,Gila,Plumb,Senior Engineer,1995-11-30,9999-01-01,40000
49062,Hailing,Zumaque,Senior Engineer,1993-04-27,9999-01-01,42525
49073,Luise,Kavvadias,Senior Engineer,1990-05-02,1998-08-12,65740
49075,Ravishankar,Orlowska,Senior Engineer,1985-04-24,9999-01-01,40000
49077,Kasturi,Siprelle,Senior Staff,1993-11-07,9999-01-01,53224
49086,Kish,Macedo,Senior Engineer,1996-12-13,9999-01-01,40000
49087,Yifei,Cools,Senior Engineer,1995-07-09,9999-01-01,40000
49091,Mabry,Papadias,Senior Engineer,1993-12-07,9999-01-01,40000
49096,Christoper,Picel,Senior Staff,1993-02-13,2000-03-07,93107
49105,Otmar,Biros,Engineer,1993-07-05,1998-09-30,57424
49106,Krassimir,Lorin,Engineer,1999-10-03,9999-01-01,42254
49115,Xinan,Engelmann,Senior Staff,2000-03-18,9999-01-01,52039
49128,Sarita,Kuzuoka,Senior Staff,1997-07-22,9999-01-01,77351
49130,Pohua,Bage,Senior Engineer,1994-10-10,9999-01-01,49586
49138,Zhonghua,Nourani,Senior Engineer,1998-09-05,9999-01-01,40000
49153,Godehard,Zolotykh,Senior Engineer,1988-07-31,1999-03-21,42741
49168,Shietung,Tasistro,Engineer,1995-03-03,1998-05-08,40000
49174,Giri,Pollock,Senior Staff,2002-02-14,9999-01-01,45721
49194,Nigel,Plesums,Staff,1998-05-20,9999-01-01,58086
49202,Zhaofang,Chiola,Senior Staff,1999-09-19,9999-01-01,40000
49224,Shrikanth,Swist,Senior Staff,2000-05-02,9999-01-01,68887
49227,Anestis,Clouatre,Senior Staff,1998-01-01,9999-01-01,79096
49235,Heather,Shiratori,Senior Engineer,2002-02-05,9999-01-01,43880
49236,Feiyu,Grandbois,Senior Engineer,1985-09-27,1998-08-12,63094
49242,Hongzue,Erman,Engineer,1998-07-02,9999-01-01,55679
49244,Alexius,Trelles,Senior Staff,1998-02-09,9999-01-01,40000
49249,Jeong,Bugaenko,Senior Staff,1995-10-24,1998-09-10,40000
49251,Barry,Shimshoni,Senior Engineer,1995-10-16,9999-01-01,43806
49262,Willard,Fairtlough,Senior Staff,1996-02-07,9999-01-01,65055
49264,Hsiangchu,Landherr,Senior Engineer,1989-02-09,9999-01-01,40000
49266,Valeri,Portugali,Engineer,1998-07-30,1999-08-26,93564
49279,Jovan,Docker,Senior Staff,1994-04-23,9999-01-01,40000
49280,Tse,Oxman,Senior Engineer,1992-09-19,9999-01-01,40000
49291,Leucio,Stasinski,Senior Engineer,1997-03-31,2001-05-24,47348
49294,Mads,Peltason,Senior Staff,2001-12-07,9999-01-01,78948
49300,Xumin,Winter,Technique Leader,1994-05-19,1995-07-17,64165
49301,Kien,Schnabel,Senior Engineer,1987-07-16,9999-01-01,45047
49306,Tuval,Iwayama,Senior Engineer,1992-09-14,9999-01-01,40000
49310,Yechiam,Assaf,Senior Staff,1995-12-03,9999-01-01,40000
49315,Debaprosad,Gihr,Senior Staff,1996-03-28,9999-01-01,79130
49320,Zhigen,Ratnakar,Senior Engineer,1994-03-07,9999-01-01,63806
49335,Gunilla,Breugel,Senior Staff,1991-05-02,9999-01-01,87166
49339,Odoardo,Crabtree,Senior Staff,1993-06-26,1998-11-14,51421
49340,Rosella,Egerstedt,Senior Engineer,1992-01-27,9999-01-01,53387
49351,Pranas,Babb,Senior Staff,1991-11-21,9999-01-01,40000
49353,Kristin,Lorys,Senior Engineer,1985-12-24,9999-01-01,49721
49368,Vishu,Erev,Senior Staff,1997-12-03,9999-01-01,47677
49382,Bikash,Kalefeld,Senior Staff,1990-12-17,9999-01-01,40000
49383,Ipke,Krone,Senior Engineer,1997-10-22,9999-01-01,40000
49385,Vesna,Egerstedt,Senior Engineer,1996-01-21,9999-01-01,45055
49428,Sashi,Schueller,Staff,1988-01-31,1996-10-12,40000
49430,Nathan,Erez,Senior Engineer,1998-04-06,9999-01-01,41112
49434,Adin,Koblitz,Senior Engineer,1993-07-01,9999-01-01,40000
49436,Chanjung,Nitsche,Senior Engineer,1995-08-19,9999-01-01,54858
49437,Ramalingam,Anguita,Senior Staff,1994-12-27,9999-01-01,40000
49438,IEEE,Krichel,Technique Leader,1986-12-22,9999-01-01,59282
49449,Tsutomu,Sifakis,Senior Engineer,1991-02-28,9999-01-01,55905
49457,Vidya,Speek,Senior Staff,1996-04-03,9999-01-01,40000
49467,Neelam,Clouatre,Senior Engineer,1985-12-26,2001-05-09,40000
49496,Jaewoo,Butner,Senior Staff,1994-03-05,9999-01-01,77746
49501,Yonghong,Schmezko,Senior Engineer,1993-02-12,9999-01-01,40000
49509,Roselyn,Samarati,Engineer,1992-04-06,1992-04-12,72255
49515,Feipei,Schmiedel,Senior Staff,1990-11-25,9999-01-01,87450
49524,Saniya,Brender,Staff,1998-08-20,9999-01-01,80839
49527,Nigel,Coors,Senior Engineer,1990-03-20,9999-01-01,48646
49532,Bodh,Ghazalie,Senior Staff,1995-08-13,9999-01-01,48963
49537,Minghong,Dulli,Senior Engineer,1991-06-28,9999-01-01,42058
49551,Dipankar,Ponthieu,Engineer,1998-01-17,2000-08-25,47160
49556,Divine,Hofman,Senior Engineer,2000-01-17,9999-01-01,61356
49558,Marko,Rusterholz,Engineer,2000-03-26,9999-01-01,49444
49565,Radhika,Spell,Senior Engineer,1992-12-31,9999-01-01,40000
49566,Theirry,Compeau,Senior Engineer,1994-05-22,9999-01-01,85727
49570,Berry,Henseler,Senior Staff,1991-06-20,9999-01-01,47919
49594,Morris,Eiron,Senior Engineer,1991-12-03,9999-01-01,40000
49599,Pradeep,Gente,Senior Staff,1995-12-12,9999-01-01,81359
49617,Mahmut,Domenig,Senior Staff,1995-09-14,9999-01-01,40000
49619,Fumiyo,Cools,Senior Engineer,1995-08-26,9999-01-01,63421
49624,Falguni,Mitsuhashi,Engineer,2002-01-07,9999-01-01,40000
49625,Shem,Greibach,Senior Staff,1997-06-25,9999-01-01,40000
49659,Fatemeh,Sudbeck,Senior Staff,1998-03-12,9999-01-01,48834
49660,Oscar,Chinin,Senior Staff,1994-04-13,9999-01-01,40000
49667,Sakthirel,Pashtan,Senior Staff,1995-12-01,9999-01-01,82598
49668,Xuedong,Braunschweig,Staff,1998-02-12,9999-01-01,61599
49674,Yinlin,Haumacher,Senior Engineer,1994-06-19,2000-10-20,49005
49675,Uri,Tchuente,Senior Staff,1999-04-14,9999-01-01,80001
49682,Toshimori,Murtha,Senior Staff,1999-05-15,9999-01-01,56677
49696,Sandeepan,Bondorf,Senior Staff,1994-05-29,9999-01-01,60372
49699,Lidong,Dulli,Senior Engineer,1998-02-07,9999-01-01,40000
49707,Tetsushi,Rindone,Engineer,1996-06-27,9999-01-01,66540
49708,Nagui,Jansch,Engineer,1995-09-11,9999-01-01,40000
49709,Indrajit,Roisin,Senior Staff,1986-03-10,1997-10-21,48530
49710,Goetz,Herber,Engineer,1999-02-17,9999-01-01,40000
49715,Shunichi,Lieblein,Technique Leader,1996-08-27,9999-01-01,72581
49732,Kellyn,Famili,Engineer,2000-06-07,9999-01-01,43370
49753,Barton,Domenig,Senior Engineer,1994-04-24,1999-10-04,57745
49758,Radoslaw,Callaway,Senior Engineer,1990-06-23,9999-01-01,57572
49766,Anestis,Staylopatis,Staff,2000-01-11,9999-01-01,53487
49768,Fusako,Nishimukai,Staff,1995-06-07,1996-05-28,41008
49769,Zengping,Polupanov,Staff,1986-07-05,1987-04-26,40000
49772,Navin,Cools,Senior Engineer,1992-02-13,9999-01-01,40000
49774,Shigeaki,Zyda,Technique Leader,1987-11-07,9999-01-01,40000
49795,Marsha,Vitiello,Senior Staff,1997-08-20,9999-01-01,54147
49796,Edwin,Rouquie,Engineer,1997-05-02,9999-01-01,51496
49806,Barun,Camarinopoulos,Senior Staff,1997-02-08,9999-01-01,53929
49811,Toshiki,Kavanagh,Senior Staff,1993-03-12,9999-01-01,79435
49813,Sigeru,Solares,Senior Engineer,1994-04-16,9999-01-01,52480
49820,Christoph,Besancenot,Senior Staff,1997-04-29,9999-01-01,40000
49825,Zeljko,Matheson,Senior Engineer,2000-07-22,9999-01-01,55308
49827,Kazuhide,Barinka,Senior Engineer,1992-04-04,1995-06-21,42509
49828,Jianwen,Gerteisen,Engineer,1998-10-07,2000-11-17,40191
49860,Pintsang,Rosin,Senior Engineer,1992-03-13,9999-01-01,41940
49861,Rosalyn,Zykh,Senior Staff,1992-12-13,9999-01-01,81990
49869,Sampalli,Etalle,Senior Staff,2000-01-25,9999-01-01,40000
49893,Mahendra,Verhaegen,Senior Engineer,1985-09-26,9999-01-01,52644
49894,Wilmer,Barvinok,Staff,1997-11-12,9999-01-01,40000
49900,Ramzi,Schonegge,Senior Staff,2002-03-07,9999-01-01,40000
49902,Hairong,Hiroyama,Senior Engineer,2001-02-21,9999-01-01,41303
49912,Demos,Swiss,Senior Staff,1995-01-02,9999-01-01,63437
49918,Akeel,Maksimenko,Senior Engineer,1991-07-25,9999-01-01,40000
49920,Dekang,Babu,Senior Staff,1995-06-04,9999-01-01,53888
49930,Girolamo,Conte,Senior Staff,1988-10-25,9999-01-01,73438
49934,Marsja,Ramalingam,Senior Engineer,1999-07-30,9999-01-01,40000
49937,Shawna,Thibadeau,Senior Engineer,1998-05-05,9999-01-01,40818
49940,Anyuan,Wallrath,Senior Engineer,1987-12-06,9999-01-01,50017
49942,Eric,Hartvigsen,Senior Staff,1994-11-04,9999-01-01,44180
49954,Taizo,Scharstein,Senior Engineer,1994-03-30,9999-01-01,61159
49971,Oddvar,Mandelberg,Senior Engineer,1988-11-30,9999-01-01,45342
49992,Marsha,Dayana,Technique Leader,1986-03-29,9999-01-01,46485
49994,Dhritiman,Ramamoorthy,Engineer,1997-07-06,9999-01-01,43953
50002,Dannz,Gecsel,Senior Staff,1993-04-09,9999-01-01,83259
50006,Charmane,Yeung,Senior Engineer,2002-02-12,9999-01-01,43309
50012,Danel,Lammel,Senior Engineer,1991-10-22,1996-06-10,45465
50016,Weicheng,Serna,Senior Staff,1994-01-28,9999-01-01,43292
50019,Aloke,Neiman,Senior Engineer,1993-01-29,9999-01-01,54307
50034,Jixiang,Muhling,Senior Engineer,1987-02-12,9999-01-01,40000
50041,Tze,Denny,Senior Engineer,1993-11-02,9999-01-01,41012
50046,Jiakeng,Lyonns,Staff,1992-06-25,1998-07-19,61109
50048,Indrajit,Lindqvist,Senior Staff,1998-10-20,9999-01-01,43392
50071,Khue,Baalen,Technique Leader,1987-11-19,9999-01-01,80387
50072,Vincent,Schnabel,Senior Staff,1988-09-09,1991-10-22,69153
50075,Shaz,Muntz,Senior Staff,2002-01-02,9999-01-01,40000
50080,Mary,Argence,Senior Staff,1995-12-15,9999-01-01,61737
50083,Patricio,Waymire,Staff,1998-03-19,9999-01-01,75638
50093,Irene,Improta,Senior Engineer,1993-02-11,9999-01-01,40530
50102,Adib,Boudaillier,Engineer,1999-10-21,9999-01-01,40000
50103,Randy,Verspoor,Staff,1985-03-25,1988-08-24,62346
50111,Angel,Rosin,Senior Staff,1999-01-23,9999-01-01,40000
